fair_id,fair_name,start_fair,end_fair,fair_area,fair_website,email_subject,issue_type,recommended_action,details
108,Eurasia Rail,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://eurasiarail.eu/tr/katilimci-listesirn,Eurasia Rail Fuarı,email_subject_present,KEEP,email subject present
109,GarmentTech,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.garmenttech.com.tr/hakkimizda/,GarmentTech Fuarı,future_start_fair,NULLIFY,future start fair
109,GarmentTech,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.garmenttech.com.tr/hakkimizda/,GarmentTech Fuarı,future_end_fair,NULLIFY,future end fair
109,GarmentTech,2126-01-01 00:00:00,2126-01-01 00:00:00,IFM (CNR),https://www.garmenttech.com.tr/hakkimizda/,GarmentTech Fuarı,email_subject_present,KEEP,email subject present
110,ALUEXPO,2025-09-18 00:00:00,2025-09-20 00:00:00,IFM (CNR),https://interactivemap.aluexpo.com,ALUEXPO Fuarı,email_subject_present,KEEP,email subject present
111,EIF,2025-10-08 00:00:00,2025-10-10 00:00:00,IFM (CNR),https://www.eif2050.com/tr/katilan-firmalar,EIF Dünya Enerji Kongresi ve Fuarı,email_subject_present,KEEP,email subject present
112,Franchise İstanbul Expo,2026-04-16 00:00:00,2026-04-19 00:00:00,TÜYAP,https://www.franchiseistanbulexpo.com/en,Franchise İstanbul Expo,email_subject_present,KEEP,email subject present
113,UNICERA İstanbul,2026-11-02 00:00:00,2026-11-06 00:00:00,IFM (CNR),https://unicera.com.tr,UNICERA İstanbul - Seramik Banyo Mutfak Fuarı,email_subject_present,KEEP,email subject present
114,Adhesives and Bonding Eurasia,2025-11-26 00:00:00,2025-11-28 00:00:00,IFM (CNR),https://adhesivebondingeurasia.com/,Adhesives and Bonding Eurasia Fair,email_subject_present,KEEP,email subject present
115,Hazır Beton Fuarı ve Zirvesi,2025-11-12 00:00:00,2025-11-15 00:00:00,IFM (CNR),https://betonfuarivekongresi.com/hakkinda,Hazır Beton Fuarı ve Zirvesi,email_subject_present,KEEP,email subject present
116,ETH Expo,2025-11-26 00:00:00,2025-11-29 00:00:00,IFM (CNR),https://ethexpo.org,ETH Expo - Sağlık & Turizm Fuarı,email_subject_present,KEEP,email subject present
117,Helal Expo,2025-11-26 00:00:00,2025-11-29 00:00:00,IFM (CNR),https://helalexpo.com.tr,Helal Expo,email_subject_present,KEEP,email subject present
118,Güzellik & Bakım İstanbul,2026-03-26 00:00:00,2026-03-29 00:00:00,İstanbul Lütfi Kırdar,https://guzellikvebakim.com/hakkimizda/,Güzellik & Bakım İstanbul Fuarı,email_subject_present,KEEP,email subject present
119,Beauty İstanbul,2026-05-07 00:00:00,2026-05-09 00:00:00,IFM (CNR),https://beauty-istanbul.com/about-istanbul-tr/,Beauty İstanbul Fuarı,email_subject_present,KEEP,email subject present
120,ITM-HIGHTEXrn,2026-06-09 00:00:00,2026-06-13 00:00:00,TÜYAP,https://www.hightex.com.tr/hightex-2026-exhibitor-list/ / https://www.itmexhibition.com/en/itm-2026-exhibitor-list/rn,Uluslararası Tekstil Makineleri Fuarırn,invalid_fair_website,MANUAL_REVIEW,invalid fair website
120,ITM-HIGHTEXrn,2026-06-09 00:00:00,2026-06-13 00:00:00,TÜYAP,https://www.hightex.com.tr/hightex-2026-exhibitor-list/ / https://www.itmexhibition.com/en/itm-2026-exhibitor-list/rn,Uluslararası Tekstil Makineleri Fuarırn,email_subject_present,KEEP,email subject present
121,ELEX EXPO,2026-04-23 00:00:00,2026-04-25 00:00:00,IFM (CNR),https://elesexpo.com/katilimci-listesi/yerli,Elektrik Aydınlatma Enerji Akıllı Teknolojiler Fuar,email_subject_present,KEEP,email subject present
